society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
Ei17,Karbi,xd704,karb1241,Hills Karbi,Sino-Tibetan,EA001,0,0-5%,1900,,
Ei18,Palaung,xd705,shwe1236,Shwe Palaung,Austroasiatic,EA001,0,0-5%,1920,with special reference to the Katur subtribe,
Ei19,Chin,xd706,asho1236,Asho Chin,Sino-Tibetan,EA001,0,0-5%,1940,,
Ei20,Kuki,xd708,lush1249,Mizo,Sino-Tibetan,EA001,0,0-5%,1940,with special reference to those of the Chittagong Hills,
Ei3,Burmese,xd709,nucl1310,Burmese,Sino-Tibetan,EA001,0,0-5%,1950,Nondwin Village,
Ei4,Maras,xd710,mara1382,Mara Chin,Sino-Tibetan,EA001,0,0-5%,1930,Lakher Tribe,
Ei6,Purum,xd712,puru1266,Purum,Sino-Tibetan,EA001,0,0-5%,1930,,
Ei7,Karen,xd713,pwow1235,Pwo Western Karen,Sino-Tibetan,EA001,0,0-5%,1910,,
Ei9,Mogh,xd715,rakh1245,Rakhine,Sino-Tibetan,EA001,0,0-5%,1880,,
Ej10,Rade,xd717,rade1240,Rade,Austronesian,EA001,0,0-5%,1950,Ko-Sier Village,
Ej11,Cham,xd718,east2563,Eastern Cham,Austronesian,EA001,0,0-5%,1950,with special reference to the non-Muslim Cham of Vietnam,
Ej12,Lawa,xd719,west2396,Western Lawa,Austroasiatic,EA001,0,0-5%,1960,,
Ej13,Muong,xd720,muon1246,Muong,Austroasiatic,EA001,0,0-5%,1940,,
Ej16,Negri Sembilan,xd723,nege1240,Negeri Sembilan Malay,Austronesian,EA001,0,0-5%,1958,Inas District,
Ej4,Annamese,xd726,viet1252,Vietnamese,Austroasiatic,EA001,0,0-5%,1950,Red River Delta in Tonkin,
Ej8,Malays,xd730,mala1479,Colloquial Malay,Austronesian,EA001,0,0-5%,1940,with special reference to those of Trengganu,
Ej9,Thai,xd731,thai1261,Thai,Tai-Kadai,EA001,0,0-5%,1940,,
Ia1,Atayal,xd732,atay1247,Atayal,Austronesian,EA001,0,0-5%,1930,Atayal Tribe (but exdluding Sedeq),
Ia10,Bunun,xd733,bunu1267,Bunun,Austronesian,EA001,0,0-5%,1930,,
Ia11,Puyuma,xd734,puyu1239,Puyuma,Austronesian,EA001,0,0-5%,1930,,
Ia12,Sugbuanon,xd735,cebu1242,Cebuano,Austronesian,EA001,0,0-5%,1950,,
Ia13,Badjau Tawi-Tawi,xd736,sout2918,Southern Sama,Austronesian,EA001,0,0-5%,1960,Tawi-Tawi and adjacent islands,
Ia14,Tao,xd737,yami1254,Yami,Austronesian,EA001,0,0-5%,1930,,
Ia16,Kalinga,xd739,lubu1243,Lubuagan Kalinga,Austronesian,EA001,0,0-5%,1910,with special reference to the northern Kalinga,
Ia17,Bilaan,xd740,koro1310,Koronadal Blaan,Austronesian,EA001,0,0-5%,1910,,
Ia18,Bisayan,xd741,akla1241,Aklanon,Austronesian,EA001,0,0-5%,1950,with special reference to the village of Manland in western Negros,
Ia2,Sagada,xd742,nort2877,Northern Kankanay,Austronesian,EA001,0,0-5%,1950,,
Ia3,Ifugao,xd743,tuwa1243,Tuwali Ifugao,Austronesian,EA001,0,0-5%,1920,Kiangan Group,
Ia4,Subanun,xd744,cent2089,Central Subanen,Austronesian,EA001,0,0-5%,1950,with special reference to the Eastern Subanun,
Ia6,Paiwan,xd746,paiw1248,Paiwan,Austronesian,EA001,0,0-5%,1930,Su-Paiwan Village,
Ia7,Tagbanua,xd747,tagb1258,Tagbanwa,Austronesian,EA001,0,0-5%,1950,,
Ia8,Bontok,xd748,cent2292,Central Bontoc,Austronesian,EA001,0,0-5%,1900,,
Ia9,Ami,xd749,amis1246,Amis,Austronesian,EA001,0,0-5%,1930,with special reference to the southern Ami,
Ib1,Iban,xd750,iban1264,Iban,Austronesian,EA001,0,0-5%,1950,"Ulu Ai Group, Baleh",
Ib2,Javanese,xd751,java1254,Javanese,Austronesian,EA001,0,0-5%,1950,Town and environs of Pare; Modjokuto,
Ib3,Balinese,xd752,bali1278,Balinese,Austronesian,EA001,0,0-5%,1950,Tihingan Village,
Ib4,Toba Batak,xd753,bata1289,Batak Toba,Austronesian,EA001,0,0-5%,1930,with special reference to the Toba group,
Ib5,Kadazan-Dusun,xd754,cent2100,Central Dusun,Austronesian,EA001,0,0-5%,1920,with special reference to the village of Sensuron,
Ib6,Minangkabau,xd755,mina1268,Minangkabau,Austronesian,EA001,0,0-5%,1920,,
Ib7,Mentaweians,xd756,ment1249,Mentawai,Austronesian,EA001,0,0-5%,1920,with special reference to those of North Pageh,
Ib9,Punan,xd758,puna1275,Punan Bah-Biau,Austronesian,EA001,0,0-5%,1950,with special reference to settled Punan,
Ic1,Macassarese,xd759,maka1311,Makasar,Austronesian,EA001,0,0-5%,1940,Borongloe,
Ic11,Ambonese,xd761,ambo1250,Ambonese Malay,Austronesian,EA001,0,0-5%,1950,Allang,
Ic12,Sumbawanese,xd762,sumb1241,Sumbawa,Austronesian,EA001,0,0-5%,1951,with special reference to the village of Rarak in Western Sumbawa,
Ic13,Kodi,xd763,kodi1247,Kodi-Gaura,Austronesian,EA001,0,0-5%,1950,,
Ic3,Belu,xd765,tetu1245,Tetum,Austronesian,EA001,0,0-5%,1950,with special reference to the Mountain Belu,
Ic4,Rotinese,xd766,term1237,Termanu,Austronesian,EA001,0,0-5%,1920,,
Ic5,Toradja,xd767,pamo1252,Pamona,Austronesian,EA001,0,0-5%,1910,Bare'e subgroup,
Ic7,Ili-Mandiri,xd769,lama1277,Lamaholot,Austronesian,EA001,0,0-5%,1920,with special reference to the village of Leloba in E. Flores,
Ic9,Sumbanese,xd771,kamb1299,Kambera,Austronesian,EA001,0,0-5%,1930,with special reference to eastern Sumba,
Ie1,Mee,xd785,ekar1243,Ekari,Nuclear Trans New Guinea,EA001,0,0-5%,1950,"Botukebo village, Kamu Valley,  Ijaaj-Pigome confederacy",
Ie14,Miriam,xd790,meri1244,Meriam,Eastern Trans-Fly,EA001,0,0-5%,1900,,
Ie2,Wantoat,xd796,want1252,Wantoat,Nuclear Trans New Guinea,EA001,0,0-5%,1920,,
Ie25,Mafulu,xd802,fuyu1242,Fuyug,Goilalan,EA001,0,0-5%,1920,,
Ie29,Manam,xd806,mana1295,Manam,Austronesian,EA001,0,0-5%,1930,principally Tsogari,
Ie32,Sio,xd810,sioo1240,Sio,Austronesian,EA001,0,0-5%,1964,,
Ie35,Iatmul,xd813,iatm1242,Iatmul,Ndu,EA001,0,0-5%,1930,,
Ie38,Dani,xd816,midg1235,Mid Grand Valley Dani,Nuclear Trans New Guinea,EA001,0,0-5%,1960,with special reference to the Dugum group of the Grand Valley of the Balim River,
Ie5,Keraki,xd819,namb1293,Nambo,Morehead-Wasur,EA001,0,0-5%,1930,,
Ie7,Enga,xd821,enga1252,Enga,Nuclear Trans New Guinea,EA001,0,0-5%,1950,with special reference to the Mae group,
If1,Palauans,xd824,pala1344,Palauan,Austronesian,EA001,0,0-5%,1940,"Ulimang, Badeldaob Island",
If10,Nomoians,xd825,mort1237,Mortlockese,Austronesian,EA001,0,0-5%,1940,,
If11,Kosraeans,xd826,kosr1238,Kosraean,Austronesian,EA001,0,0-5%,1860,,
If12,Bikinians,xd827,rali1241,Rälik,Austronesian,EA001,0,0-5%,1940,,
If13,Nauruans,xd828,naur1243,Nauru,Austronesian,EA001,0,0-5%,1900,,
If14,Makin,xd829,bana1287,Banaban,Austronesian,EA001,0,0-5%,1890,Makin and Butiritari Islands (N),
If15,Carolinians,xd830,caro1242,Carolinian,Austronesian,EA001,0,0-5%,1930,,
If16,Lamotrek,xd831,lamo1243,Lamotrek,Austronesian,EA001,0,0-5%,1960,,
If2,Trukese,xd833,chuu1238,Chuukese,Austronesian,EA001,0,0-5%,1940,Romonum Island,
If3,Majuro,xd834,rata1243,Ratak,Austronesian,EA001,0,0-5%,1940,With special reference to the inhabitants of Majuro,
If4,Ifaluk,xd835,nucl1479,Nuclear Woleaian,Austronesian,EA001,0,0-5%,1940,with special reference to the inhabitants of Ifaluk atoll,
If5,Ponapeans,xd836,pohn1238,Pohnpeian,Austronesian,EA001,0,0-5%,1910,,
If6,Yapese,xd837,yape1248,Yapese,Austronesian,EA001,0,0-5%,1910,Island,
If8,Chamorro,xd839,cham1312,Chamorro,Austronesian,EA001,0,0-5%,1950,with special reference to those of Saipa,
If9,Ulithians,xd840,ulit1238,Ulithian,Austronesian,EA001,0,0-5%,1900,,
Ig13,Aua,xd845,wuvu1239,Wuvulu-Aua,Austronesian,EA001,0,0-5%,1900,,
Ig14,Dahuni,xd846,suau1242,Suau,Austronesian,EA001,0,0-5%,1900,,
Ig16,Bwaidoga,xd848,bwai1242,Bwaidoka,Austronesian,EA001,0,0-5%,1950,,
Ig17,Kombe,xd849,mudu1242,Muduapa,Austronesian,EA001,0,0-5%,1950,,Primarily traders
Ig18,Kwaio,xd850,kwai1243,Kwaio,Austronesian,EA001,0,0-5%,1960,,
Ig19,Molima,xd851,moli1248,Molima,Austronesian,EA001,0,0-5%,1950,,
Ig20,Kaoka,xd853,long1395,Longgu,Austronesian,EA001,0,0-5%,1920,with special reference to the village of Longgu,
Ig21,Tangu,xd854,tang1355,Tanggu,Lower Sepik-Ramu,EA001,0,0-5%,1930,with special reference to Boieng Island,
Ig4,Lesu,xd856,nots1237,Notsi,Austronesian,EA001,0,0-5%,1930,Lesu Village,
Ig5,Dobuans,xd857,dobu1241,Dobu,Austronesian,EA001,0,0-5%,1920,,
Ig6,Ulawans,xd858,saaa1240,Sa'a,Austronesian,EA001,0,0-5%,1900,,
Ig8,Simboese,xd860,simb1256,Simbo,Austronesian,EA001,0,0-5%,1910,,
Ig9,Manus,xd861,tita1241,Titan,Austronesian,EA001,0,0-5%,1920,Peri Village,
Ih1,Mota,xd862,mota1237,Mota,Austronesian,EA001,0,0-5%,1890,,
Ih10,Tannese,xd863,sout2869,Southwest Tanna,Austronesian,EA001,0,0-5%,1920,Whitsands,
Ih11,Epi,xd864,lame1260,Lamenu,Austronesian,EA001,0,0-5%,1920,,
Ih12,Eromangans,xd865,siee1239,Sie,Austronesian,EA001,0,0-5%,1920,,
Ih13,Ranon,xd866,nort2839,North Ambrym,Austronesian,EA001,0,0-5%,1920,,
Ih2,Seniang,xd868,sout2857,Nahavaq,Austronesian,EA001,0,0-5%,1930,Malekula Island,
Ih4,Lau,xd870,laua1243,Lauan,Austronesian,EA001,0,0-5%,1920,Lau Island,
Ih5,Ajie,xd871,ajie1238,Ajië,Austronesian,EA001,0,0-5%,1860,Neje Chiefdom,
Ih6,Rotumans,xd872,rotu1241,Rotuman,Austronesian,EA001,0,0-5%,1890,,
Ih8,Vanua Levu,xd874,nort2843,Northeast Vanua Levu,Austronesian,EA001,0,0-5%,1940,with special reference to the village of Nakaroka,
Ih9,Santa Cruz Islanders,xd875,natu1246,Natügu,Austronesian,EA001,0,0-5%,1930,Graciosa Bay,
Ii1,American Samoans,xd876,samo1305,Samoan,Austronesian,EA001,0,0-5%,1920,with special reference to American Samoa,
Ii10,Rennell Islanders,xd877,renn1242,Rennell-Bellona,Austronesian,EA001,0,0-5%,1950,,
Ii12,Tongans,xd878,tong1325,Tonga (Tonga Islands),Austronesian,EA001,0,0-5%,1920,Pangai,
Ii13,Uveans,xd879,wall1257,East Uvean,Austronesian,EA001,0,0-5%,1830,,
Ii14,Upolu Samoans,xd880,samo1305,Samoan,Austronesian,EA001,0,0-5%,1829,,
Ii2,Tikopia,xd881,tiko1237,Tikopia,Austronesian,EA001,0,0-5%,1930,Ravenga District,
Ii3,Pukapukans,xd882,puka1242,Pukapuka,Austronesian,EA001,0,0-5%,1930,,
Ii4,Ellice,xd883,tuva1244,Tuvalu,Austronesian,EA001,0,0-5%,1890,with special reference to the inhabitants of Vaitupu,
Ii5,Ontong Java,xd884,onto1237,Luangiua,Austronesian,EA001,0,0-5%,1920,"Leuenuwa, Lord Howe's Islanders",
Ii6,Tokelau,xd885,toke1240,Tokelau,Austronesian,EA001,0,0-5%,1900,with special reference to Atafu,
Ii7,Kapingamarangi,xd886,kapi1249,Kapingamarangi,Austronesian,EA001,0,0-5%,1910,,
Ii8,Futunans,xd887,east2447,East Futuna,Austronesian,EA001,0,0-5%,1840,,
Ii9,Niueans,xd888,niue1239,Niuean,Austronesian,EA001,0,0-5%,1840,,
Ij1,Mangaians,xd889,raro1241,Southern Cook Island Maori,Austronesian,EA001,0,0-5%,1820,,
Ij10,Tongarevans,xd890,penr1237,Māngarongaro,Austronesian,EA001,0,0-5%,1900,,
Ij3,Marquesans,xd892,nort2845,North Marquesan,Austronesian,EA001,0,0-5%,1900,,
Ij4,Manihikians,xd893,raka1237,Rakahanga-Manihiki,Austronesian,EA001,0,0-5%,1850,,
Ij7,Mangarevans,xd896,mang1401,Mangareva,Austronesian,EA001,0,0-5%,1900,,
Ij8,Tahitians,xd897,tahi1242,Tahitian,Austronesian,EA001,0,0-5%,1900,,
Ij9,Easter Islanders,xd898,rapa1244,Rapanui,Austronesian,EA001,0,0-5%,1860,,
Na10,Chugach,xd1027,chug1254,Chugach,Eskimo-Aleut,EA001,0,0-5%,1930,,
Na11,Sivokakmeit,xd1028,cent2128,Central Siberian Yupik,Eskimo-Aleut,EA001,0,0-5%,1920,,
Na13,Baffin Island Inuit,xd1030,baff1240,North Baffin Inuktitut,Eskimo-Aleut,EA001,0,0-5%,1880,,
Na2,Tareumiut,xd1036,nort2944,North Slope Inupiatun,Eskimo-Aleut,EA001,0,0-5%,1880,,
Na22,Iglulik Inuit,xd1025,west2618,Western Canadian Inuktitut,Eskimo-Aleut,EA001,0,0-5%,1920,with special reference to the Aivilingmiut and Iglulingmiut,
Na23,Labrador Inuit,xd1039,labr1244,North Labrador Eskimo,Eskimo-Aleut,EA001,0,0-5%,1890,with special reference to the Koksoagmiu,
Na24,Tasiilaq,xd1040,tunu1234,Tunumiisiut,Eskimo-Aleut,EA001,0,0-5%,1880,,
Na3,Copper Inuit,xd1022,copp1244,Inuinnaqtun,Eskimo-Aleut,EA001,0,0-5%,1920,Coronation Gulf,
Na30,Dene,xd1046,chip1261,Chipewyan,Athabaskan-Eyak-Tlingit,EA001,0,0-5%,1880,,
Na43,Netsilik,xd1060,nets1241,Natsilingmiutut,Eskimo-Aleut,EA001,0,0-5%,1920,,
Na44,Taqagmiut,xd1061,queb1248,Nunavik,Eskimo-Aleut,EA001,0,0-5%,1910,,
Ne10,Arikara,xd1209,arik1262,Arikara,Caddoan,EA001,0,0-5%,1860,,
Ne6,Mandan,xd1225,mand1446,Mandan,Siouan,EA001,0,0-5%,1830,,
Nf10,Iowa,xd1230,iowa1246,Iowa,Siouan,EA001,0,0-5%,1870,,
Nf11,Otoe,xd1231,otoo1241,Oto,Siouan,EA001,0,0-5%,1870,,
Ng14,Chickasaw,xd1249,chic1270,Chickasaw,Muskogean,EA001,0,0-5%,,,
Ng7,Natchez,xd1256,natc1249,Natchez,,EA001,0,0-5%,1700,Natchez Kingdom,
Ng9,Catawba,xd1258,cata1286,Catawba,Siouan,EA001,0,0-5%,1920,,
Nh11,San Ildefonso,xd1261,sani1273,San Ildefonso,Kiowa-Tanoan,EA001,0,0-5%,1900,with special reference to the pueblo of San Ildefonso,
Nh2,Hano,xd1270,ariz1237,Arizona Tewa,Kiowa-Tanoan,EA001,0,0-5%,1950,,
Nh25,Sia,xd1276,ziaa1251,Zia (United States),Keresan,EA001,0,0-5%,1920,,
Nh26,Santa Clara,xd1277,sant1421,Santa Clara,Kiowa-Tanoan,EA001,0,0-5%,1910,,
Nh27,Kewa,xd1278,sant1425,Santo Domingo,Keresan,EA001,0,0-5%,1930,,
Nh6,Taos,xd1282,taos1236,Taos,Kiowa-Tanoan,EA001,0,0-5%,1890,,
Nh7,Cochiti,xd1283,coch1273,Cochiti,Keresan,EA001,0,0-5%,1890,,
Nh9,Picuris,xd1285,picu1248,Picuris Northern Tiwa,Kiowa-Tanoan,EA001,0,0-5%,1920,,
Ni9,Tepehuán,xd1294,nort2959,Northern Tepehuan,Uto-Aztecan,EA001,0,0-5%,1920,,
Nj1,Chinantec,xd1295,ojit1237,Ojitlán Chinantec,Otomanguean,EA001,0,0-5%,1940,Ojitlan,
Nj10,Zapotec,xd1296,yala1267,Yalálag Zapotec,Otomanguean,EA001,0,0-5%,1940,mountain village of Yalagag,
Nj11,Huastec,xd1297,huas1242,Huastec,Mayan,EA001,0,0-5%,,,
Nj12,Mixtec,xd1298,juxt1235,Juxtlahuaca Mixtec,Otomanguean,EA001,0,0-5%,1950,,
Nj13,Otomí,xd1299,mezq1235,Mezquital Otomi,Otomanguean,EA001,0,0-5%,1900,,
Nj14,Tequistlatec,xd1300,high1242,Highland Oaxaca Chontal,Tequistlatecan,EA001,0,0-5%,1960,,
Nj2,Aztec,xd1301,clas1250,Classical Nahuatl,Uto-Aztecan,EA001,0,0-5%,1520,City & environs of Tenochtitlan,
Nj3,Sierra Popoluca,xd1302,high1276,Highland Popoluca,Mixe-Zoque,EA001,0,0-5%,1940,Town and environs of Soteapan,
Nj5,Mazateco,xd1304,huau1238,Huautla Mazatec,Otomanguean,EA001,0,0-5%,1940,,
Nj6,Huave,xd1305,sanm1287,San Mateo del Mar Huave,Huavean,EA001,0,0-5%,1950,with special reference to San Mateo,
Nj7,Mixe,xd1306,isth1238,Isthmus Mixe,Mixe-Zoque,EA001,0,0-5%,1930,with special reference to Ayutla,
Nj8,Tarasco,xd1307,pure1242,Purepecha,Tarascan,EA001,0,0-5%,1500,,
Nj9,Tlaxcalans,xd1308,cent2132,Tlaxcala-Puebla-Central Nahuatl,Uto-Aztecan,EA001,0,0-5%,1960,,
Sa1,Guna,xd1309,bord1248,Border Kuna,Chibchan,EA001,0,0-5%,1940,San Blas Archipelago,
Sa10,Lacandon,xd1310,laca1243,Lacandon,Mayan,EA001,0,0-5%,1900,,
Sa11,Kaqchikel,xd1311,kaqc1270,Kaqchikel,Mayan,EA001,0,0-5%,1880,,
Sa13,K'iche',xd1313,kich1262,K'iche',Mayan,EA001,0,0-5%,1930,Town of Chichicastenango,
Sa15,Jakaltek,xd1315,popt1235,Popti',Mayan,EA001,0,0-5%,1920,,
Sa16,Tolupan,xd1316,toll1241,Tol,Jicaquean,EA001,0,0-5%,,,
Sa17,Poqomam,xd1317,poqo1253,Poqomam,Mayan,EA001,0,0-5%,1950,with special reference to the village of Chinantla,
Sa2,Tzeltal,xd1318,tzel1254,Tzeltal,Mayan,EA001,0,0-5%,1940,with special reference to the town of Canuc; some data apply to the group more generally,
Sa3,Ch'orti',xd1319,chor1273,Chortí,Mayan,EA001,0,0-5%,1930,,
Sa6,Yucatec Maya,xd1322,yuca1254,Yucatec Maya,Mayan,EA001,0,0-5%,1520,,
Sa7,Garifuna,xd1323,gari1256,Garifuna,Arawakan,EA001,0,0-5%,1940,,
Sa8,Mam,xd1324,mamm1241,Mam,Mayan,EA001,0,0-5%,1930,with special reference to the village of Santiago Chimaltenango,
Sb1,Callinago,xd1326,isla1278,Island Carib,Arawakan,EA001,0,0-5%,1650,Dominica Island,
Sb2,Cágaba,xd1327,cogu1240,Cogui,Chibchan,EA001,0,0-5%,1940,,
Sb4,Cariña,xd1329,taba1267,Tabajari,Cariban,EA001,0,0-5%,1950,with special reference to the Cachama group,
Sb6,Wayuu,xd1331,wayu1243,Wayuu,Arawakan,EA001,0,0-5%,1940,Goajiro Tribe,
Sb9,Haitians,xd1334,hait1244,Haitian,Indo-European,EA001,0,0-5%,1930,,
Sc11,Camaracoto,xd1337,cama1252,Camaracoto,Cariban,EA001,0,0-5%,1930,,
Sc13,Panare,xd1339,enap1235,Panare,Cariban,EA001,0,0-5%,1950,,
Sc17,Piapoco,xd1343,piap1246,Piapoco,Arawakan,EA001,0,0-5%,1950,,
Sc18,Ndyuka,xd1344,ndyu1242,Aukan,Indo-European,EA001,0,0-5%,1960,,
Sc9,Curripaco,xd1352,curr1243,Curripaco,Arawakan,EA001,0,0-5%,1950,,
Sd3,Palikur,xd1355,pali1279,Palikúr,Arawakan,EA001,0,0-5%,1920,,
Se10,Cocama,xd1363,coca1259,Cocama-Cocamilla,Tupian,EA001,0,0-5%,1670,,
Se12,Tucano,xd1365,tuca1252,Tucano,Tucanoan,EA001,0,0-5%,1950,,
Se4,Yagua,xd1368,yagu1244,Yagua,Peba-Yagua,EA001,0,0-5%,1940,,
Se7,Camba,xd1371,chiq1248,Chiquitano,,EA001,0,0-5%,1950,a mestizo group in lowland Bolivia,
Se8,Amahuaca,xd1372,amah1246,Amahuaca,Pano-Tacanan,EA001,0,0-5%,1950,Upper Inuya River,
Sf1,Inca,xd1374,cusc1236,Cusco Quechua,Quechuan,EA001,0,0-5%,1530,City and environs of Cuzco,
Sf2,Aymara,xd1375,cent2142,Central Aymara,Aymaran,EA001,0,0-5%,1940,Chucuito Clan community in Peru,
Sf6,Muisca,xd1379,chib1270,Chibcha,Chibchan,EA001,0,0-5%,1540,,
Sf7,Asháninka,xd1380,ajyi1238,Ajyíninka Apurucayali,Arawakan,EA001,0,0-5%,1900,,
Sf8,Piro,xd1381,yine1238,Yine,Arawakan,EA001,0,0-5%,1950,,
Sf9,Uru,xd1382,uruu1244,Uru,Uru-Chipaya,EA001,0,0-5%,1930,with special reference to those just south of Lake Titicaca in Bolivia across the Desaguadero River from Peru,
Sh4,Kadiwéu,xd1391,kadi1248,Kadiwéu,Guaicuruan,EA001,0,0-5%,1940,,
Si3,Bacairi,xd1400,baka1277,Bakairí,Cariban,EA001,0,0-5%,1940,Simao Lopes,
ch12,Bashkir,xd549,bash1264,Bashkir,Turkic,EA001,0,0-5%,1899,with special reference to the Birskij Uezd Bashkir,
ch13,Besermyan,xd550,nort2676,North Udmurt,Uralic,EA001,0,0-5%,1894,with special reference to the Glazovskij Uezd Besermyan,
ch14,Chuvash,xd551,chuv1255,Chuvash,Turkic,EA001,0,0-5%,1908,with special reference to the Virjal group,
ch15,Erzya Mordvins,xd552,erzy1239,Erzya,Uralic,EA001,0,0-5%,1895,with special reference to those of the Boklinskij Uezd,
ch16,Estonians,xd553,esto1258,Estonian,Uralic,EA001,0,0-5%,1908,with special reference to the Valkskij Uezd,
ch17,Gagauz,xd554,gaga1249,Gagauz,Turkic,EA001,0,0-5%,1894,with special reference to those of the Benderskij Uezd,
ch18,Ingrians,xd555,ingr1248,Ingrian,Uralic,EA001,0,0-5%,1927,"with special reference to those of the Kingisepp Rajon, the Leningrad Region",
ch19,Karelians,xd556,livv1243,Livvi,Uralic,EA001,0,0-5%,1874,with special reference to the Livvikjoj group of the Olonetskij Uezd,
ch20,Kazan tatar,xd558,midd1325,Middle Tatar,Turkic,EA001,0,0-5%,1910,with special reference to those of the Altayrskij Uezd,
ch21,Latvians,xd559,latv1249,Latvian,Indo-European,EA001,0,0-5%,1881,with special reference to the Vidzeme group,
ch22,Lithuanian Karaim,xd560,kara1464,Karaim,Turkic,EA001,0,0-5%,1895,with special reference to those of the Trakaj area,
ch23,Lithuanian Tatar,xd561,west2405,Western Tatar,Turkic,EA001,0,0-5%,1905,with special reference to those of the Vilenskaja Gubernija,
ch24,Livs,xd562,livv1244,Liv,Uralic,EA001,0,0-5%,1847,with special reference to the Northwest Courland,
ch25,Moldovans,xd563,mold1248,Moldavian,Indo-European,EA001,0,0-5%,1900,with special reference to the Beletskij Uezd,
ch26,Udmurt,xd564,sout2681,South Udmurt,Uralic,EA001,0,0-5%,1890,with special reference to those of the Sarapul'skij Uezd,
ch28,Votes,xd566,voti1245,Votic,Uralic,EA001,0,0-5%,1900,with special reference to those of the Yamburg Uezd,
ec12,Nganasan,xd620,ngan1291,Nganasan,Uralic,EA001,0,0-5%,1930,Avam (Western) group,
Aa3,Nama,xd3,nama1265,Nama,Khoe-Kwadi,EA001,1,6-15%,1840,Gei/Khauan tribe,
Aa6,Sandawe,xd6,sand1273,Sandawe,,EA001,1,6-15%,1920,,
Ab1,Herero,xd10,here1253,Herero,Atlantic-Congo,EA001,1,6-15%,1900,,
Ab11,Xhosa,xd12,xesi1238,Xesibe,Atlantic-Congo,EA001,1,6-15%,1850,,
Ab14,Lovedu,xd15,lobe1242,Lobedu,Atlantic-Congo,EA001,1,6-15%,1930,,
Ab16,Lenge,xd17,leng1257,Lengue,Atlantic-Congo,EA001,1,6-15%,1930,,
Ab18,Shona,xd19,shon1251,Shona,Atlantic-Congo,EA001,1,6-15%,1920,with special reference to the Zezuru,
Ab2,Swazi,xd21,swat1243,Swati,Atlantic-Congo,EA001,1,6-15%,1880,,
Ab21a,Kisama,xd23,sama1300,Sama,Atlantic-Congo,EA001,1,6-15%,1930,,
Ab3,Lozi,xd26,lozi1239,Lozi,Atlantic-Congo,EA001,1,6-15%,1890,Ruling Luyana,
Ab5,Mbundu,xd28,umbu1257,Umbundu,Atlantic-Congo,EA001,1,6-15%,1930,,
Ab6,Venda,xd29,vend1245,Venda,Atlantic-Congo,EA001,1,6-15%,1900,,
Ab8,Sotho,xd31,sout2807,Southern Sotho,Atlantic-Congo,EA001,1,6-15%,1860,Basuto,
Ac1,Ila,xd33,ilaa1246,Ila,Atlantic-Congo,EA001,1,6-15%,1920,,
Ac10,Chewa,xd34,chew1246,Chewa,Atlantic-Congo,EA001,1,6-15%,1920,,
Ac13,Tonga,xd37,tong1321,Tonga (Nyasa),Atlantic-Congo,EA001,1,6-15%,1950,,
Ac14,Bakongo,xd38,sans1272,Cimbala-Cizali,Atlantic-Congo,EA001,1,6-15%,1900,,
Ac15,Mbala,xd39,mbal1257,Mbala,Atlantic-Congo,EA001,1,6-15%,1900,,
Ac16,Mitsogho,xd40,tsog1243,Tsogo,Atlantic-Congo,EA001,1,6-15%,1940,,
Ac17,Suku,xd41,suku1259,Suku,Atlantic-Congo,EA001,1,6-15%,1910,Feshi territory lineage center,
Ac18,Sundi,xd42,koon1244,South-Central Kikongo,Atlantic-Congo,EA001,1,6-15%,1910,,
Ac2,Pende,xd44,phen1239,Phende,Atlantic-Congo,EA001,1,6-15%,1920,,
Ac22,Dzing,xd47,ding1239,Ding,Atlantic-Congo,EA001,1,6-15%,1930,,
Ac25,Songo,xd50,song1299,Nsong,Atlantic-Congo,EA001,1,6-15%,1930,with reference to the tribe of this name on the Luniunga and Gobari rivers,
Ac3,Bemba,xd55,town1238,Town Bemba,Atlantic-Congo,EA001,1,6-15%,1900,Zambia branch,
Ac31,Buye,xd57,buyu1239,Buyu,Atlantic-Congo,EA001,1,6-15%,1910,,
Ac37,Kunda,xd63,kund1255,Chikunda,Atlantic-Congo,EA001,1,6-15%,1950,,
Ac40,Sena,xd67,nucl1396,Sena,Atlantic-Congo,EA001,1,6-15%,1900,,
Ad20,Nyamwezi,xd88,nyam1276,Nyamwezi,Atlantic-Congo,EA001,1,6-15%,1920,,
Ae1,Amba,xd127,amba1263,Amba (Uganda),Atlantic-Congo,EA001,1,6-15%,1950,with special reference to those of Bwamba in Uganda,
Ae11,Songola,xd129,song1300,Songoora,Atlantic-Congo,EA001,1,6-15%,1900,,
Ae24,Mongo,xd143,long1393,Longo (Democratic Republic of Congo),Atlantic-Congo,EA001,1,6-15%,1920,,
Ae3,Fang,xd149,fang1246,Fang (Equatorial Guinea),Atlantic-Congo,EA001,1,6-15%,1910,,
Ae4,Nkundo,xd160,nkun1238,Nkundo,Atlantic-Congo,EA001,1,6-15%,1930,Ilanga group,
Ae41,Kota,xd162,ndas1238,Ndasa,Atlantic-Congo,EA001,1,6-15%,1940,,
Ae51,Banen,xd173,tune1261,Tunen,Atlantic-Congo,EA001,1,6-15%,1940,Ndiki subtribe,
Ae6,Luba,xd182,luba1250,Luba-Katanga,Atlantic-Congo,EA001,1,6-15%,1930,with special reference to the Bena Kalundwe,
